edge_1based,curl_mode_1,curl_mode_2,curl_mode_3,curl_mode_4,curl_mode_5,curl_mode_6,curl_mode_7,curl_mode_8,curl_mode_9,curl_mode_10,curl_mode_11,curl_mode_12
96,0.1033694328107357,0.021098348650313438,-0.0056842298596101598,-0.07807662994888713,-0.10143820550308991,-2.988648965840075e-16,0.0020354198547550273,-0.012784084570311209,-0.0043441409636388456,-0.0026495778303112522,0.00044945609739173095,-0.056500498754019905
97,-0.017090484237039759,0.0042319065166557673,-0.020892923692282621,-0.0065693888362920658,0.010055947094695882,4.4785902857738384e-16,-0.044573074725269661,0.16771017831043775,0.0084092430560666898,-0.063014756469609745,0.031296818448114647,-0.056171510408842266
98,0.063174357287781396,-0.0014208503319854322,-0.015600050518721717,-0.046615624602678846,-0.05910788101268849,-7.7258285561437819e-16,0.044988367968658946,-0.0098186607322085818,0.03021657736713404,0.048725504075588323,-0.011851871282116806,-0.056266943652463437
99,0.2309540425138718,-0.030910843197849151,-0.017980389939642669,0.0018591755027583959,-0.022616439078171818,2.4286873937720124e-16,-0.03072185082340283,-0.0085282344721879441,-0.01017449392323691,-0.0086659105217240275,0.002804823509324551,0.0078370087977643454
100,0.034846484767207496,0.010796050253397483,0.015826581793299984,0.025161528089214378,0.10466887303594954,2.5787320057240122e-16,0.08920546665848543,0.043599640845893045,0.12377135085269914,0.080208890033317104,0.013948755798674262,-0.14156393534532666
101,0.11048891728975882,0.034546192661664907,-0.0067431980449762161,-0.086825184441290851,-0.059743111078495684,-3.6456431727766844e-16,-0.10145673456908508,-0.024941724871388463,-0.01510932924107148,-0.020065653192241423,-0.0020148260109164361,0.024113367284195632
102,0.059242486738880683,0.0090949748362978942,-0.007099384839105433,0.063513859079565083,0.10023526628215666,8.755349393212165e-16,0.032405338864347717,0.057834089457247322,-0.072430841927253464,-0.026121638593531261,-0.0042700810271128729,0.023449096307600302
103,0.1293836159836316,0.011188146901560898,0.032238207031551031,0.043657905183965985,0.11059158544289754,-1.0101757898058087e-16,0.067050790799651108,0.046556546245668441,0.020177549376563776,-0.0018300266660248865,-0.0051526682047820932,0.0007791257363432317
104,0.10428850695461868,0.0079939123142527789,-3.9798021728771737e-05,-0.046234538670797881,-0.12893872598750517,3.1400874200141615e-17,0.13454137725917281,-0.0037535367946691552,0.040342664716243967,0.017289559540781471,0.0049728861522820309,-0.028316174447750857
105,0.087548942889479786,0.0043664520146121117,0.019539936668741154,0.018391547223114972,0.076489412535944157,-3.2601852611831218e-16,-0.11297619741694362,-0.030495903080904659,0.0152873771898232,0.033324914069721573,0.0034004637602434301,-0.028223051696725864
106,-0.0012790095150159839,-0.02158810652930445,-0.020060355139507845,0.022159493735262419,0.012677862606244383,8.9734380632273535e-16,0.0026205234389092779,0.076321197444006908,0.016240631822615283,-0.0073460748683813939,0.0019642006777223549,0.0058030618680457707
107,-0.0057446997992927247,-0.014382553179768741,0.0025353699882000175,-0.019389141216168793,0.0019300320243133134,-2.7342977862560958e-16,0.053659601458565895,-0.0018372480797048127,0.058582361172799746,-0.0056739815255806084,0.00013258390386376977,0.0057198016928595692
108,0.23646878705992616,0.026037307737377238,0.052389278196501091,-0.0090470475963080645,-0.00976664081025495,-4.814945271087549e-17,-0.056700105160207973,0.0072548570995627018,0.023122508063551518,0.0036133873954276897,0.0043419986468274038,0.0008948856862384157
